"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","임산부정원수","영유아정원수","임산부실면적","영유아실면적","모유수유실면적","급식시설면적","세탁실면적","목욕실면적","조리원화장실면적","사무실면적","간호사수","간호조무사수","영양사수","취사부수","미화원수","기타인원수","건물층수","지상층수","지하층수",
"821","산후조리업","01_01_04_P","3240000","PHMB120133240033042100002","2013-07-23","","01","영업/정상","13","영업중","","","","","02-429-6777","","","서울특별시 강동구 명일동 306번지 7호 대은상가","서울특별시 강동구 양재대로 1657-11, 대은상가 5층 (명일동)","05257","마벨 산후조리원","2022-01-24 13:51:08","U","2022-01-26 02:40:00","","212603.194992637","450135.008703137","21","21","441.3","46.54","7.18","36.5","24.3","24.78","71.4","15.3","3","9","0","1","0","0","7","5","2",
"822","산후조리업","01_01_04_P","3240000","PHMB120133240033042100003","2013-12-27","","01","영업/정상","13","영업중","","","","","1661-0997","","","서울특별시 강동구 천호동 453-10 강동미즈산후조리원","서울특별시 강동구 천호대로159길 13, 퍼스트스마일산후조리원 1층 (천호동)","05335","퍼스트스마일산후조리원","2022-01-05 11:40:31","U","2022-01-07 02:40:00","","211206.540974151","448438.130467194","44","44","773.96","104.32","39.92","192.13","53.94","0","203.85","19.19","5","10","1","6","6","0","8","6","2",
"823","산후조리업","01_01_04_P","3240000","PHMB120163240033042100001","2016-01-04","","01","영업/정상","13","영업중","","","","","","","05239","","서울특별시 강동구 올림픽로 833, 매일우리아이센타 (암사동)","05239","(주)라파엘산후조리원","2022-10-12 10:54:11","U","2022-10-14 02:40:00","","211338.114281843","450358.802980111","21","24","458","84","26","59","30","76","66","39","3","4","0","0","2","0","3","3","0",
"824","산후조리업","01_01_04_P","3240000","PHMB120173240033042100001","2017-08-28","","01","영업/정상","13","영업중","","","","","02-6483-0088","","","서울특별시 강동구 길동 366번지 2호 호석빌딩 4~5층 헤라산후조리원","서울특별시 강동구 양재대로 1498 (길동, 호석빌딩)","05343","헤라산후조리원","2019-09-02 10:34:45","U","2019-09-04 02:40:00","","212383.514068572","448570.272031761","16","16","331.95","40.61","10.27","","5.58","17.6","42","10.2","4","6","","","","3","7","6","1",
"825","산후조리업","01_01_04_P","3150000","PHMB120083150037042100001","2008-12-16","","01","영업/정상","13","영업중","","2017-12-01","2017-12-15","","02-1644-3358","","","서울특별시 강서구 화곡동 1060번지 30호 R.U휘트니스","서울특별시 강서구 화곡로 191 (화곡동)","07700","궁산후조리원 화곡지점","2023-07-19 14:20:34","U","2023-07-21 02:40:00","","185983.844739412","448981.902246047","25","25","433.44","71.99","23.11","13.19","5.3","68.15","60.32","18.48","2","6","0","2","1","3","4","4","0",
"826","산후조리업","01_01_04_P","3150000","PHMB120073150037042100004","2007-06-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 화곡동 1031번지 6호","서울특별시 강서구 강서로 198 (화곡동)","07698","유광사산후조리원","2022-11-28 10:15:19","U","2022-11-30 02:40:00","","185663.269533644","449087.622370477","18","18","371.44","43.46","21.13","47.74","0","48.45","27.08","24.14","3","5","1","0","1","1","7","4","0",
"827","산후조리업","01_01_04_P","3100000","PHMB120123100034042100002","2012-04-06","","01","영업/정상","13","영업중","","","","","","","139-816","서울특별시 노원구 상계2동 354번지 6호  호영빌딩 2-5층","서울특별시 노원구 상계로5길 9 (상계동,호영빌딩 2-5층)","","모아드림산후조리원","2023-01-11 11:00:26","U","2023-01-13 02:40:00","","205564.804283331","461624.554924461","20","20","0","34.5","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0",
"828","산후조리업","01_01_04_P","3100000","PHMB120133100034042100001","2013-02-06","","01","영업/정상","13","영업중","","","","","02-951-2300","","139-816","서울특별시 노원구 상계2동 363번지 10호","서울특별시 노원구 상계로7길 17 (상계동)","01692","노원라테라산후조리원","2023-06-08 10:52:50","U","2023-06-10 02:40:00","","205654.276925853","461683.780241427","18","18","375.4","47.5","56.6","16","10.2","0","20","50","3","4","0","1","2","2","5","4","1",
"829","산후조리업","01_01_04_P","3100000","PHMB120153100034042100001","2015-11-18","","01","영업/정상","13","영업중","","","","","02-949-2223","","","","서울특별시 노원구 노원로 240 (하계동, 백경빌딩)","01750","(주)더블레스 산후조리원","2015-11-18 11:03:58","I","2018-08-31 23:59:59","","206509.871291549","459672.860651094","29","29","1393","67.6","","28.5","15.5","","","30","4","7","0","2","1","","6","1","0",
"830","산후조리업","01_01_04_P","3150000","PHMB120123150037042100001","2012-06-18","","01","영업/정상","13","영업중","","","","","2653-3588","","157-896","서울특별시 강서구 화곡4동 775번지 5호","서울특별시 강서구 등촌로 45 (화곡동)","07741","(주)목동라테라산후조리원","2020-01-23 17:48:28","U","2020-01-25 02:40:00","","187851.907513115","447977.521870162","16","16","370.64","37.2","","26.4","10.5","","13.8","73.8","3","6","","2","2","3","6","5","1",
"831","산후조리업","01_01_04_P","3150000","PHMB120123150037042100002","2012-11-28","","01","영업/정상","13","영업중","","","","","02-2083-0600","","","서울특별시 강서구 등촌동 632번지 6호 파인블루빌딩","서울특별시 강서구 양천로 600, 파인블루빌딩 (등촌동)","07552","(주)궁 산후조리원(강서점)","2020-06-08 14:42:11","U","2020-06-10 02:40:00","","187974.228864018","450369.165403996","22","22","380.18","63.38","0","35.68","30.03","0","99.75","12.96","4","7","0","4","2","1","2","2","0",
"832","산후조리업","01_01_04_P","3150000","PHMB120153150037042100001","2015-06-16","","01","영업/정상","13","영업중","","2017-02-07","2017-02-15","","02-2664-6999","","","","서울특별시 강서구 마곡중앙5로 81, 에스비타운 (마곡동)","07599","리베 산후조리원(마곡점)","2023-07-19 14:21:48","U","2023-07-21 02:40:00","","183902.043509212","451664.251457054","18","18","410","45.2","10.3","18.1","6.2","10","2.5","17.2","4","1","0","1","1","0","0","0","0",
"833","산후조리업","01_01_04_P","3150000","PHMB120153150037042100002","2015-06-25","","01","영업/정상","13","영업중","","","","","3661-1115","","","","서울특별시 강서구 양천로 354 (가양동)","07573","서울미래아이산후조리원","2023-07-19 14:24:21","U","2023-07-21 02:40:00","","185950.696438517","451746.252518861","24","24","549.6","64.1","0","18","18","0","6","13.9","4","7","0","1","0","0","0","0","0",
"834","산후조리업","01_01_04_P","3100000","PHMB120103100034042100001","2013-02-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 노원구 상계동 936번지 2호 미네르바빌딩 3층 5층","서울특별시 노원구 수락산로 232, 미네르바빌딩 3층, 5층 (상계동)","01615","제이미 산후조리원","2023-01-11 10:58:51","U","2023-01-13 02:40:00","","204596.628767814","463189.712552985","29","29","383.02","49.04","26.01","45.45","19.87","81.09","82.85","19.34","5","5","0","2","2","1","6","6","0",
"835","산후조리업","01_01_04_P","3200000","PHMB120123200033042100003","2012-05-15","","01","영업/정상","13","영업중","","","","","02-873-1112","","","","서울특별시  남부순환로 1802","08786","로얄사임당산후조리원","2016-07-04 17:25:55","I","2018-08-31 23:59:59","","195537.269534163","442122.202180318","15","15","12.3","56.22","14.3","48.19","12.94","3.15","3.15","17.82","5","6","1","2","1","","3","3","",
"836","산후조리업","01_01_04_P","3200000","PHMB120143200033042100001","2014-05-01","","01","영업/정상","13","영업중","","2023-04-13","2023-05-15","","02-889-0700","","","서울특별시 관악구 봉천동 463-4 메카플러스","서울특별시 관악구 양녕로 46, 메카플러스 (봉천동)","08747","로얄산후조리원(봉천점)","2023-06-27 11:58:39","U","2023-06-29 02:40:00","","195274.343265834","442663.498606503","9","9","21.5","35.25","0","44.5","8.7","3.7","1.95","7.9","3","4","0","2","0","0","11","8","3",
"837","산후조리업","01_01_04_P","3150000","PHMB120113150037042100002","2011-03-17","","01","영업/정상","13","영업중","","2023-06-05","2023-06-30","","02-2659-0031","","157-200","서울특별시 강서구 가양동 1480번지 8호","서울특별시 강서구 양천로 461, 5층 (가양동)","07526","퀸즈마리 산후조리원(가양점)","2023-06-29 11:19:23","U","2023-07-01 02:40:00","","186875.994185225","451205.835118675","12","12","11.67","27.45","13.8","21.2","8.5","0","2.25","8.4","3","6","0","1","1","0","0","5","0",
"838","산후조리업","01_01_04_P","3100000","PHMB120083100034042100001","2008-06-30","","01","영업/정상","13","영업중","","","","","02-904-8034","","139-851","서울특별시 노원구 월계2동 776번지 월계프라자5층","서울특별시 노원구 초안산로5길 12 (월계동,월계프라자5층)","","와이엘산후조리원","2022-12-29 10:09:19","U","2022-12-31 02:40:00","","204489.998187538","458912.083095685","25","25","363.85","64.29","0","91.93","31.02","14.14","80.88","10.76","3","3","0","2","0","0","5","5","0",
"839","산후조리업","01_01_04_P","5690000","PHMB120185690045042100003","2018-09-28","","01","영업/정상","13","영업중","","","","","044-865-9596","","","세종특별자치시 고운동 1718번지 세종 스마트큐브Ⅱ","세종특별자치시 마음로 78, 세종 스마트큐브Ⅱ 6층,7층 (고운동)","30063","주식회사 봄날산후조리원 세종점","2022-12-22 15:00:17","U","2022-12-24 02:40:00","","220867.083725959","333862.420630211","20","20","768","112.3","19","28","12","0","0","18.2","4","10","0","1","1","0","11","8","3",
"840","산후조리업","01_01_04_P","5690000","PHMB120205690045042100001","2020-09-08","","01","영업/정상","13","영업중","","","","","044-862-2079","","","세종특별자치시 대평동 63-12 센트럴테라스","세종특별자치시 대평4길 17, 센트럴테라스 6.7층 (대평동)","30152","(주)연세산후조리원","2022-12-29 12:01:45","U","2023-05-26 08:48:36","","224662.079004776","330287.799279941","29","29","1074.5","95.5","7.5","76.5","7.7","0","0","9.8","5","7","0","1","1","1","9","7","2",
"841","산후조리업","01_01_04_P","3090000","PHMB120083090033042100001","2008-08-26","","01","영업/정상","13","영업중","","2023-05-03","2023-05-31","","","","","서울특별시 도봉구 창동 731-1 에이치큐브병원","서울특별시 도봉구 도봉로 604, 에이치큐브병원 7-8층 (창동)","01401","에이치큐브 산후조리원","2023-05-25 09:24:16","U","2023-05-27 02:40:00","","203556.661562956","461771.054429344","20","20","489.12","52.5","0","0","0","0","0","0","3","15","0","4","2","0","0","0","0",
"842","산후조리업","01_01_04_P","5250000","PHMB120205250079042100001","2020-09-15","","01","영업/정상","13","영업중","","","","","054-785-7000","","","경상북도 울진군 울진읍 연지리 119 울진군의료원","경상북도 울진군 울진읍 현내항길 71, 울진군의료원","36324","울진군 공공산후조리원","2023-06-29 10:47:14","U","2023-07-01 02:40:00","","414503.265016203","390598.547778895","8","8","187.6","36.9","21.4","0","7.29","0","18.38","17.08","3","3","0","0","0","0","1","1","0",
"843","산후조리업","01_01_04_P","4050000","PHMB120204050148042100001","2020-09-21","","01","영업/정상","13","영업중","","","","","031-204-2288","","","경기도 용인시 기흥구 농서동 413-2 스마트밸리Ⅱ","경기도 용인시 기흥구 서천로202번길 2, 스마트밸리Ⅱ 4,5층 (농서동)","17110","벨라니산후조리원 동탄점","2020-09-22 09:20:40","I","2020-09-24 00:23:11","","206147.160457163","414330.585028125","19","19","456","62","","20","16","","","7","4","4","","1","","","4","4","",
"844","산후조리업","01_01_04_P","3150000","PHMB120203150037042100001","2020-09-23","","01","영업/정상","13","영업중","","","","","02-2694-3588","","","서울특별시 강서구 화곡동 1126-3 르베르쏘","서울특별시 강서구 공항대로48길 13-5, 르베르쏘 (화곡동)","07655","주식회사 에빠토르베르쏘 산후조리원","2020-12-16 14:07:55","U","2020-12-18 02:40:00","","187164.38083253","450207.368960705","19","19","970.7","84.9","0","29.4","35.9","0","14","26.7","7","1","0","1","0","1","5","5","0",
"845","산후조리업","01_01_04_P","3020000","PHMB120203020033042100001","2020-10-07","","01","영업/정상","13","영업중","","","","","02-6952-3787","","","서울특별시 용산구 한강로3가 40-969 서울드래곤시티","서울특별시 용산구 청파로20길 95, 서울드래곤시티 C동 39층 (한강로3가)","04372","트리니티 산후조리원","2020-10-14 15:44:27","U","2020-10-16 02:40:00","","196610.663839509","447742.348636253","18","18","647.75","83.02","","","8.25","","","5.44","3","3","0","0","1","0","44","39","0",
"846","산후조리업","01_01_04_P","5060000","PHMB120225060023042100001","2022-10-11","","01","영업/정상","13","영업중","","","","","","","","경상북도 김천시 모암동 190-2","경상북도 김천시 모암사랑5길 11, 김천시공공산후조리원 (모암동)","39579","김천시공공산후조리원","2022-10-11 18:57:08","I","2022-10-13 00:22:25","","301312.261504039","291974.189382219","12","14","269.05","78.53","14.56","98.28","12.19","100.94","55.8","135.94","9","3","0","2","2","1","2","2","0",
"847","산후조리업","01_01_04_P","3560000","PHMB120213560021042100002","2021-04-09","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 왕길동 659-6 검단리치웰프라자","인천광역시 서구 검단로 480, 검단리치웰프라자 7층 (왕길동)","22636","더나아산후조리원","2022-11-01 14:48:30","U","2022-11-03 02:40:00","","169680.995132651","455546.464919762","16","20","309.73","37.24","5.5","23.91","4.68","5","0","7.95","2","3","0","1","0","0","13","10","3",
"848","산후조리업","01_01_04_P","3150000","PHMB120213150037042100001","2021-02-10","","01","영업/정상","13","영업중","","","","","02-3664-1265","","","서울특별시 강서구 마곡동 791-5 마곡파인스퀘어Ⅲ","서울특별시 강서구 마곡중앙8로5길 11, 마곡파인스퀘어Ⅲ (마곡동)","07794","드팜므 산후조리원 마곡 주식회사","2023-07-19 14:26:54","U","2023-07-21 02:40:00","","185538.386473543","451080.469903239","21","21","997.9","102.8","0","30.5","25.3","0","14.9","12.3","5","8","0","0","0","2","2","2","0",
